GameID,Date,Time,White,WhiteElo,WhiteRatingDiff,Black,BlackElo,BlackRatingDiff,TotalMoves,ECO,Opening,TimeControl,Termination,Result
16789,2024.01.04,21:37:48,Disagi,1677,57,petrovgeorguu,1718,-6,113,C62,Ruy Lopez: Steinitz Defense,300+3,Normal,1-0
16790,2024.01.04,21:38:16,NickGinCoro2014,2040,-6,aficionado2005,2045,6,28,B01,Scandinavian Defense: Modern Variation,120+1,Normal,0-1
16791,2024.01.04,21:38:34,legitminh,1623,-5,Lutupi,1668,5,70,B20,Sicilian Defense: Staunton-Cochrane Variation,120+1,Normal,0-1
16792,2024.01.04,21:38:34,barbarcz,2124,-5,blackhorse04,2170,13,166,B22,Sicilian Defense: Alapin Variation,180+2,Normal,0-1
16793,2024.01.04,21:38:48,Wantu,1743,6,fairgame,1751,-6,59,C62,Ruy Lopez: Steinitz Defense,300+0,Normal,1-0
16794,2024.01.04,21:38:48,Justapassenger,1880,20,JohnG84,1883,-6,41,A49,Indian Defense: Przepiorka Variation,600+5,Normal,1-0
16795,2024.01.04,21:39:17,Anillys,1467,3,Ahmet2010fb,1706,-4,106,A22,"English Opening: King's English Variation, Two Knights Variation",180+0,Normal,1/2-1/2
16796,2024.01.04,21:40:51,AP0810,1446,5,BlockishTunic1,1386,-7,53,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",600+0,Normal,1-0
16797,2024.01.04,21:41:45,Hayk177,2233,7,kapvarovsky_blitz,2303,-23,75,C00,French Defense: Schlechter Variation,180+0,Time forfeit,1-0
16798,2024.01.04,21:41:50,Igor_Goffman,658,11,Necibo,684,-6,13,D00,Blackmar-Diemer Gambit: Zeller Defense,600+0,Normal,1-0
16799,2024.01.04,21:42:02,Yoan1232,1910,6,ezpoints,1903,-6,43,B01,Scandinavian Defense: Main Line,300+0,Normal,1-0
16800,2024.01.04,21:42:28,Iron_King_official,2043,-5,Finexaas,2019,88,70,B10,Caro-Kann Defense: Two Knights Attack,300+0,Normal,0-1
16801,2024.01.04,21:43:04,vale_222,2226,9,majid6429,2144,-4,97,B16,Caro-Kann Defense: Bronstein-Larsen Variation,60+0,Time forfeit,1-0
16802,2024.01.04,21:43:05,tipsytooth,1252,-5,axelg123,1270,6,200,C10,Sicilian Defense: Marshall Gambit,180+2,Normal,0-1
16803,2024.01.04,21:43:22,vonadmiral,2163,5,rainer59k,2156,-6,49,D05,"Queen's Pawn Game: Colle System, Traditional Colle",180+2,Normal,1-0
16804,2024.01.04,21:44:00,sadplayer77,2150,-6,v-sarkisian,2091,7,38,A43,Benoni Defense: Old Benoni,180+0,Normal,0-1
16805,2024.01.04,21:44:11,andrust,916,6,Gryphon79,955,-7,49,B00,Owen Defense,60+0,Time forfeit,1-0
16806,2024.01.04,21:45:57,Schess97,1444,-6,dreadedMonkey,1440,6,38,B13,Caro-Kann Defense: Exchange Variation,300+3,Normal,0-1
16807,2024.01.04,21:46:04,mocovi,1454,6,sugar_cranberries,1460,-5,45,A40,Englund Gambit Complex Declined,180+0,Normal,1-0
16808,2024.01.04,21:46:15,IMMax,1170,-5,alechess999,1227,8,58,C20,English Opening: The Whale,180+0,Normal,0-1
16809,2024.01.04,21:46:31,Jasonosaurus,1798,-7,JH002,1768,7,44,B00,Rat Defense: Harmonist,300+3,Normal,0-1
16810,2024.01.04,21:46:31,sjp948,1658,5,BK2307,1623,-6,79,C41,Philidor Defense,300+3,Normal,1-0
16811,2024.01.04,21:46:41,Qalaparan12,1889,-5,Jogge1208,1940,5,72,B23,Sicilian Defense: Grand Prix Attack,180+0,Time forfeit,0-1
16812,2024.01.04,21:47:25,andy6789,1477,16,jens72fighter,1385,-4,49,B01,Scandinavian Defense,600+0,Normal,1-0
16813,2024.01.04,21:47:35,vallum,1399,3,ARTHURMVMP,1500,-318,49,D31,Queen's Gambit Declined: Queen's Knight Variation,60+0,Normal,1-0
16814,2024.01.04,21:47:46,juanmar921,1805,5,MohamadCh02,1788,-7,63,B15,Caro-Kann Defense: Main Line,180+2,Normal,1-0
16815,2024.01.04,21:47:52,Jodajoda,1408,-4,Antoxian,1479,5,50,B20,Sicilian Defense: Bowdler Attack,600+0,Normal,0-1
16816,2024.01.04,21:47:54,souf1988,1560,9,Jin2K2,1650,-35,83,C64,Ruy Lopez: Classical Variation,600+3,Normal,1-0
16817,2024.01.04,21:47:55,dmsmns,1675,21,jeancastle,1656,-6,121,B00,Nimzowitsch Defense: Declined Variation,600+0,Normal,1-0
16818,2024.01.04,21:48:02,SymbolicMan,1543,16,cotofmann,1527,-5,72,A10,English Opening: Great Snake Variation,300+0,Normal,1-0
16819,2024.01.04,21:48:33,xx_7,1902,-11,agonystyx,1380,11,66,C21,Danish Gambit,60+0,Time forfeit,0-1
16820,2024.01.04,21:48:36,MatrixDaChosen,625,21,RamyEhab,697,-8,31,D00,Queen's Pawn Game: Chigorin Variation,300+0,Normal,1-0
16821,2024.01.04,21:49:37,syale37,1709,8,Jhonvergara1979,1864,-12,21,D10,Slav Defense: Exchange Variation,240+0,Normal,1-0
16822,2024.01.04,21:49:49,PythogrAL,1677,-6,haralambie123,1672,6,92,A65,Benoni Defense: King's Pawn Line,120+1,Normal,0-1
16823,2024.01.04,21:50:01,xitleroc,1670,5,sax_player2,1655,-6,31,A00,Polish Opening,60+0,Normal,1-0
16824,2024.01.04,21:50:09,ElMedikkein,2309,5,raynov,2246,-5,81,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",180+0,Time forfeit,1-0
16825,2024.01.04,21:50:47,YCactus,1916,-4,TangStan,2035,6,44,C50,"Italian Game: Giuoco Pianissimo, Lucchini Gambit",180+2,Time forfeit,0-1
16826,2024.01.04,21:51:24,nroz,1248,-6,aboallotf,1255,6,37,C34,King's Gambit Accepted: MacLeod Defense,600+5,Normal,0-1
16827,2024.01.04,21:52:08,Superfloss,1597,-7,wsube,1506,7,56,D00,Queen's Pawn Game: Chigorin Variation,120+1,Normal,0-1
16828,2024.01.04,21:52:10,Jormel48,1695,-8,alezingo,1569,8,34,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",1800+0,Normal,0-1
16829,2024.01.04,21:52:37,JulianArevaloGamer,1144,4,Arwat,1024,-4,87,C59,"Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense",120+1,Time forfeit,1-0
16830,2024.01.04,21:52:41,Dago86,1853,-6,KozakMukola,1870,6,88,A01,Nimzo-Larsen Attack: Modern Variation,300+0,Time forfeit,0-1
16831,2024.01.04,21:52:49,aqualord_sem,994,8,zeynepdemir3442,934,-7,71,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",600+0,Normal,1-0
16832,2024.01.04,21:52:49,Godspeed_Thunder,1174,-14,oliver3756,1256,10,36,C47,Four Knights Game: Italian Variation,300+3,Normal,0-1
16833,2024.01.04,21:53:20,Bog_Fan,1538,-4,MaikelFiNautaComCu,1667,4,59,B10,Caro-Kann Defense,300+0,Normal,0-1
16834,2024.01.04,21:53:20,Agam_Gimbar,1968,-6,ryrh,1965,25,104,D02,Queen's Pawn Game: London System,180+0,Normal,0-1
16835,2024.01.04,21:53:36,T3tsur0,1918,-1,chessishard421,1847,2,96,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",600+5,Normal,1/2-1/2
16836,2024.01.04,21:53:48,Jacques_Matte,1849,7,graniter,1938,-7,77,A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",300+3,Time forfeit,1-0
16837,2024.01.04,21:53:53,D_L88,1878,7,Dinochess666,1935,-6,85,B00,Pirc Defense,180+0,Time forfeit,1-0
16838,2024.01.04,21:54:21,BartvW,1153,9,NutStraight,1131,-5,27,A45,Indian Defense,180+2,Normal,1-0
16839,2024.01.04,21:54:32,dimitris8,1761,10,Alquez,2081,-10,69,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",180+0,Normal,1-0
16840,2024.01.04,21:55:03,MaxKing,2104,0,NoTimezone,2118,0,83,A00,Mieses Opening,180+0,Normal,1/2-1/2
16841,2024.01.04,21:55:32,cfrafjord,1065,-14,timschick,1087,55,64,A45,Indian Defense,1200+0,Time forfeit,0-1
16842,2024.01.04,21:55:41,Badbear,2410,5,I_dont_blunder,2325,-4,119,B10,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",600+0,Time forfeit,1-0
16843,2024.01.04,21:56:29,Ahmd1993,1460,7,Alex-Luger,1475,-6,33,C45,Scotch Game,600+0,Normal,1-0
16844,2024.01.04,21:56:34,erenatls,1285,-1,Metin-MAZ,1981,0,126,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",180+0,Normal,0-1
16845,2024.01.04,21:56:42,pampaverde,1748,-4,mikepereverzev,1811,5,68,B44,Sicilian Defense: Taimanov Variation,180+2,Normal,0-1
16846,2024.01.04,21:56:51,mr__Watson,1718,-10,NorwegianGambit,1729,15,57,D15,Slav Defense: Three Knights Variation,600+5,Normal,0-1
16847,2024.01.04,21:56:55,Atzucac,1851,-10,wealllive,1453,31,80,D10,Slav Defense: Exchange Variation,300+4,Normal,0-1
16848,2024.01.04,21:57:08,Uberhorst,1329,5,RobNeville,1284,-5,59,E61,King's Indian Defense: Smyslov Variation,60+0,Normal,1-0
16849,2024.01.04,21:57:08,senya1,1429,-7,Lactancio,1425,5,50,D20,"Queen's Gambit Accepted: Central Variation, Alekhine System",300+3,Normal,0-1
16850,2024.01.04,21:57:52,Rusatom_fighter,1384,-5,jgambill,1456,7,72,A00,Hungarian Opening: Indian Defense,300+3,Normal,0-1
16851,2024.01.04,21:57:48,Iamhimothys,2025,4,Agbollyshow,1888,-3,77,A08,King's Indian Attack: French Variation,60+0,Time forfeit,1-0
16852,2024.01.04,21:58:13,mortowski,1261,-7,Bobt000,1217,7,54,A40,Queen's Pawn Game: Modern Defense,180+0,Normal,0-1
16853,2024.01.04,21:58:23,Schischatabak,2317,5,vonWerlich,2267,-5,135,C70,"Ruy Lopez: Morphy Defense, Caro Variation",600+0,Normal,1-0
16854,2024.01.04,21:58:40,Konstantin7676,2242,4,GlenfFlavour,2144,-4,57,C01,French Defense: Exchange Variation,600+0,Normal,1-0
16855,2024.01.04,21:59:55,Orangutan61,1662,-6,AA97i,1675,6,70,A00,Polish Opening,60+0,Time forfeit,0-1
16856,2024.01.04,22:00:33,rwr1950,1493,6,smic07,1486,-5,101,C50,Italian Game: Rousseau Gambit,900+10,Normal,1-0
16857,2024.01.04,22:00:51,Gehad9691,1702,6,thalmcq,1698,-5,67,B10,Caro-Kann Defense,60+0,Time forfeit,1-0
16858,2024.01.04,22:01:07,Ariehaan,1343,6,Sahko-RV,1344,-10,63,B10,Caro-Kann Defense,180+0,Time forfeit,1-0
16859,2024.01.04,22:01:30,SaswathKannan,1136,8,mardimaster,1059,-4,39,C50,Italian Game: Giuoco Piano,600+5,Normal,1-0
16860,2024.01.04,22:01:37,abomalkk,1791,6,Maxope,1804,-7,35,B58,Sicilian Defense: Classical Variation,120+1,Normal,1-0
16861,2024.01.04,22:01:57,robotikempire,1861,-5,Nikitoss,1876,5,76,D30,Queen's Gambit Declined,180+2,Normal,0-1
16862,2024.01.04,22:02:11,Engorilez,1333,7,ahmed0nasser,1364,-12,27,D02,Queen's Pawn Game: Chigorin Variation,600+0,Normal,1-0
16863,2024.01.04,22:02:17,Norulezzz,766,11,BattlePotato,795,-36,59,A00,Kádas Opening,300+3,Normal,1-0
16864,2024.01.04,22:02:20,rbarder303,2266,4,shrike1882,2126,-3,55,A65,Benoni Defense: King's Pawn Line,180+0,Normal,1-0
16865,2024.01.04,22:02:26,thyh,2077,27,apo_SY,2134,-125,73,A53,Old Indian Defense,600+5,Normal,1-0
16866,2024.01.04,22:02:35,Shakhuev,1833,-5,Bjay4160,1870,5,62,B13,Caro-Kann Defense: Exchange Variation,60+0,Time forfeit,0-1
16867,2024.01.04,22:03:11,JLEnamorado,1987,5,nataschaa,1938,-5,111,C01,French Defense: Exchange Variation,300+5,Normal,1-0
16868,2024.01.04,22:03:14,frankthetank68,1323,-5,Hakim-moussalli,1377,5,108,B30,Sicilian Defense: Old Sicilian,120+1,Time forfeit,0-1
16869,2024.01.04,22:03:35,Makapin,2022,-6,meddeb72,2004,6,36,A04,Zukertort Opening: Vos Gambit,180+2,Normal,0-1
16870,2024.01.04,22:03:38,HFlatval,1768,-6,Drunk-GM-to-be,1742,6,72,A40,Horwitz Defense,60+0,Normal,0-1
16871,2024.01.04,22:03:39,Urato,1586,-5,mkapralek,1622,8,48,C21,Center Game: Halasz-McDonnell Gambit,300+3,Normal,0-1
16872,2024.01.04,22:05:37,pier153,1425,6,CritterBane,1420,-6,79,B00,Owen Defense,60+0,Time forfeit,1-0
16873,2024.01.04,22:05:40,spoint,1506,6,Philymania,1520,-6,135,B06,Modern Defense,300+3,Normal,1-0
16874,2024.01.04,22:05:45,UThar,1976,-6,Emelyanenko_211,1977,5,78,D00,Queen's Pawn Game: Accelerated London System,180+2,Normal,0-1
16875,2024.01.04,22:05:45,xxl35,1636,10,sir2023,1972,-10,55,D00,Blackmar-Diemer Gambit,60+0,Normal,1-0
16876,2024.01.04,22:05:48,AvmanG,1534,-6,okka85,1543,5,86,E34,"Nimzo-Indian Defense: Classical Variation, Noa Variation",120+1,Time forfeit,0-1
16877,2024.01.04,22:06:43,gyatt1738309,1500,-493,MR176,1259,4,60,A40,Mikenas Defense,300+0,Normal,0-1
16878,2024.01.04,22:07:11,maxim332,2100,6,mijatovic_aleksandar,2093,-6,65,B30,Sicilian Defense: Old Sicilian,180+0,Normal,1-0
16879,2024.01.04,22:07:28,slobodanvuk,1296,0,apachishapa0,1320,0,163,A45,Indian Defense,300+0,Normal,1/2-1/2
16880,2024.01.04,22:07:55,rejmou,929,5,Eymard,894,-9,53,C49,"Four Knights Game: Spanish Variation, Double Spanish",120+1,Time forfeit,1-0
16881,2024.01.04,22:08:08,sull1,1204,28,Desytiidan,1134,-5,43,D20,Queen's Gambit Accepted,300+0,Normal,1-0
16882,2024.01.04,22:08:13,ProstoPhilya,1584,-2,Chocolat-noir2,1885,1,56,B01,Scandinavian Defense: Modern Variation,300+3,Normal,0-1
16883,2024.01.04,22:08:14,entropyzza,1079,13,hazarralpp,1225,-210,49,B10,Caro-Kann Defense,300+3,Normal,1-0
16884,2024.01.04,22:08:15,captainriza,998,6,kendog87,992,-6,87,C44,King's Knight Opening: Konstantinopolsky,120+1,Normal,1-0
16885,2024.01.04,22:08:18,Dallapiccola,1581,9,aglitch,1601,-6,67,C50,Italian Game: Paris Defense,600+0,Normal,1-0
16886,2024.01.04,22:08:32,GPassos,1596,12,moazkinz,1522,-4,101,D31,Queen's Gambit Declined: Queen's Knight Variation,600+0,Normal,1-0
16887,2024.01.04,22:08:57,xxhowtoplaychessxx,1211,-6,Knekten,1166,7,84,B00,Owen Defense,300+0,Time forfeit,0-1
16888,2024.01.04,22:09:17,sv160981,1312,-5,theyounggoat1,1297,23,73,C00,French Defense: Knight Variation,600+0,Normal,0-1
16889,2024.01.04,22:09:14,ni7s,1908,5,PauloMontenegro,1866,-6,101,E70,King's Indian Defense: Normal Variation,600+0,Time forfeit,1-0
16890,2024.01.04,22:09:45,sman75,1140,13,Karapetyan10,1273,-8,75,C50,Italian Game: Anti-Fried Liver Defense,300+0,Normal,1-0
16891,2024.01.04,22:09:49,Majorinus,1592,-5,ethanweilong,1602,16,14,D01,Rapport-Jobava System,600+5,Time forfeit,0-1
16892,2024.01.04,22:09:49,kingzork,1432,-6,widgetdinner,1461,6,44,C42,Russian Game: Three Knights Game,600+5,Normal,0-1
16893,2024.01.04,22:10:08,samir-syd,2195,4,xhavitzeka,2114,-4,79,A00,Mieses Opening: Reversed Rat,180+0,Normal,1-0
16894,2024.01.04,22:10:32,A1237862167823,1652,-5,raffai,1659,5,42,B01,Scandinavian Defense: Icelandic-Palme Gambit,60+0,Normal,0-1
16895,2024.01.04,22:10:45,yassamanznd,1708,-3,aboodmohammad2k,1890,12,88,D05,Queen's Pawn Game: Colle System,600+0,Normal,0-1
16896,2024.01.04,22:11:05,Renevil,2352,-4,Hpd,2469,4,76,B87,"Sicilian Defense: Sozin Attack, Flank Variation",180+2,Normal,0-1
16897,2024.01.04,22:11:48,MarioVillanueva,2688,3,Rambo-Terminator,2521,-3,159,B40,Sicilian Defense: French Variation,180+0,Normal,1-0
16898,2024.01.04,22:12:02,jownatan,1886,-6,damir38,1885,9,130,B08,Pirc Defense: Classical Variation,600+5,Normal,0-1
16899,2024.01.04,22:12:12,yakachoisir,1765,-2,shailesh777,2066,2,52,A45,Indian Defense,300+0,Normal,0-1
16900,2024.01.04,22:12:56,markus161,1416,8,MountWind,1422,-5,43,A40,Englund Gambit Complex: Felbecker Gambit,300+0,Normal,1-0
16901,2024.01.04,22:13:30,mardimaster,1055,3,mehdi-81,915,-6,79,C25,Vienna Game: Max Lange Defense,600+5,Time forfeit,1-0
16902,2024.01.04,22:13:38,kidsmaster1,1633,-6,lyonzyon,1648,5,90,C56,"Italian Game: Two Knights Defense, Perreux Variation",300+3,Normal,0-1
16903,2024.01.04,22:13:43,chanonino1,2076,-6,mahmoudel,2080,6,56,B10,Caro-Kann Defense: Two Knights Attack,60+0,Time forfeit,0-1
16904,2024.01.04,22:13:50,Edmon_Arm_2828,2282,-7,DrOrfeo,2215,7,74,B32,Sicilian Defense: Löwenthal Variation,180+0,Normal,0-1
16905,2024.01.04,22:14:01,aybra,1349,4,kiran9948,1250,-4,49,B21,Sicilian Defense: Smith-Morra Gambit,60+0,Time forfeit,1-0
16906,2024.01.04,22:14:03,UncleSol,1281,0,dasesa01,2036,1,54,A00,Van Geet Opening,30+0,Time forfeit,0-1
16907,2024.01.04,22:15:13,LoftyLynx,1923,14,Zahariy,1878,-4,73,C02,"French Defense: Advance Variation, Steinitz Variation",300+3,Normal,1-0
16908,2024.01.04,22:15:15,dyrachyo322,1417,-6,Mabusehm,1399,6,38,B12,"Caro-Kann Defense: Advance Variation, Short Variation",600+0,Normal,0-1
16909,2024.01.04,22:15:23,Larysharki,1775,6,MarkleButcher,1766,-6,39,B15,Caro-Kann Defense: Main Line,180+2,Normal,1-0
16910,2024.01.04,22:15:33,scibior_90,1384,-6,Mazen_Hatem27,1374,10,58,B12,Caro-Kann Defense: Advance Variation,600+0,Normal,0-1
16911,2024.01.04,22:16:10,JwoodwardS,1568,-7,sadat62,1549,6,58,A04,Zukertort Opening: Polish Defense,300+3,Normal,0-1
16912,2024.01.04,22:16:55,ibbob,2039,4,darwin_samson1977,1959,-5,85,D00,Queen's Pawn Game: Accelerated London System,300+3,Normal,1-0
16913,2024.01.04,22:17:00,gurkenbauer,1320,-6,DennisNice,1265,6,26,B01,Scandinavian Defense: Mieses-Kotroc Variation,60+0,Normal,0-1
16914,2024.01.04,22:17:06,hollihollih,1470,-6,zaeuceu,1499,5,48,B21,Sicilian Defense: Smith-Morra Gambit,180+2,Time forfeit,0-1
16915,2024.01.04,22:17:13,guarel,1850,-6,saboteamos,1790,7,30,B00,Nimzowitsch Defense: Colorado Countergambit Accepted,600+5,Time forfeit,0-1
16916,2024.01.04,22:17:17,Sxxq,1663,-7,vahid-hosseini414,1534,8,36,C44,Ponziani Opening,180+2,Normal,0-1
16917,2024.01.04,22:17:42,Dnie85,1412,5,Ro-han,1385,-11,47,B00,Pirc Defense,300+3,Normal,1-0
16918,2024.01.04,22:17:51,biyulacra,1113,11,ferchessburgos,1131,-6,40,B06,Modern Defense,600+0,Normal,1-0
16919,2024.01.04,22:18:43,Blueblack,1425,174,selvakumarsakthivel,1593,-6,55,E76,King's Indian Defense: Four Pawns Attack,1800+0,Normal,1-0
16920,2024.01.04,22:18:46,bruno5621,1623,-5,Kingpawn2699,1642,13,52,C35,King's Gambit Accepted: Cunningham Defense,300+0,Normal,0-1
16921,2024.01.04,22:18:50,UstA_OyUNCu000,1247,139,ColTraw,1230,-4,85,B08,Pirc Defense: Classical Variation,60+0,Time forfeit,1-0
16922,2024.01.04,22:19:05,satranc120,1172,0,Dr_Wehrstedt,1663,2,18,C50,Italian Game: Anti-Fried Liver Defense,600+0,Normal,0-1
16923,2024.01.04,22:20:02,Dark_Star_4295,1451,-6,kardinalgrimnir,1405,7,164,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",300+3,Normal,0-1
16924,2024.01.04,22:20:10,tpov66546785,1227,6,jmegi,1235,-6,55,D00,Blackmar-Diemer Gambit Accepted: Gunderam Defense,180+2,Normal,1-0
16925,2024.01.04,22:20:15,EJDizzle,874,8,PERICOBALDOMAR2005,1191,-315,31,A43,Benoni Defense: Benoni Gambit Accepted,600+0,Normal,1-0
16926,2024.01.04,22:20:32,Bersek_pupilo,2285,-8,Daniel_Piedra,2143,8,68,D85,Grünfeld Defense: Exchange Variation,180+2,Normal,0-1
16927,2024.01.04,22:21:10,arrya,1934,0,ivansari,1413,0,102,D06,Queen's Gambit Declined: Marshall Defense,180+0,Normal,1-0
16928,2024.01.04,22:21:31,nhnt11,998,8,maninthemoon123,1026,-7,67,D00,Queen's Pawn Game: Accelerated London System,60+0,Time forfeit,1-0
16929,2024.01.04,22:21:52,Volodka22,1617,5,steelcroissant,1614,-6,17,C02,French Defense: Advance Variation,600+0,Normal,1-0
16930,2024.01.04,22:22:02,Stanislaw123,2091,1,ESV67,1467,-1,47,C53,Italian Game: Classical Variation,300+0,Normal,1-0
16931,2024.01.04,22:23:35,Stralsunder,1407,-7,moamararrua,1342,7,45,C50,Italian Game: Blackburne-Kostić Gambit,180+0,Normal,0-1
16932,2024.01.04,22:23:38,GiWizGLouis1,1514,6,RunarO,1517,-6,47,D01,Rapport-Jobava System,60+0,Normal,1-0
16933,2024.01.04,22:23:54,chernyankaman,1540,-5,CrimsonTide1,1571,5,92,A10,English Opening: Great Snake Variation,600+0,Normal,0-1
16934,2024.01.04,22:24:35,seydi_korkmaz0,1062,-7,vlad_oleynik,948,79,78,A00,Van't Kruijs Opening,180+0,Time forfeit,0-1
16935,2024.01.04,22:24:52,bobbirdie,1783,-7,EcstaticFork,1759,7,64,D00,Blackmar-Diemer Gambit,60+0,Time forfeit,0-1
16936,2024.01.04,22:24:52,seabath,1417,-6,tomerik1972,1404,6,94,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",600+0,Normal,0-1
16937,2024.01.04,22:24:56,trishul_rudhran,899,34,MrA_Hrithik,978,-7,61,A46,Indian Defense: Knights Variation,180+0,Time forfeit,1-0
16938,2024.01.04,22:25:18,nikolaielin,1721,4,Bayernbaze_1900,1613,-4,95,B13,Caro-Kann Defense: Exchange Variation,300+3,Normal,1-0
16939,2024.01.04,22:25:17,Slobo101,1405,7,thepitzaboy2,1442,-6,87,C40,King's Pawn Game: Damiano Defense,300+0,Normal,1-0
16940,2024.01.04,22:25:26,trembilaci,1958,-3,rainer59k,2148,3,110,B23,Sicilian Defense: Closed,300+0,Time forfeit,0-1
16941,2024.01.04,22:25:36,sirbastl,1486,-6,EbreoErrante,1433,6,36,C50,Italian Game: Paris Defense,120+1,Normal,0-1
16942,2024.01.04,22:25:47,S2301,1689,4,PastPawn86,1592,-7,67,A09,Réti Opening,60+7,Normal,1-0
16943,2024.01.04,22:25:47,ssavvides,1195,5,Zoetrop,1123,-4,51,C00,French Defense: Knight Variation,120+1,Time forfeit,1-0
16944,2024.01.04,22:26:10,lakayt,1009,22,alaaeldinjr,1050,-6,43,C40,King's Pawn Game: Busch-Gass Gambit,180+2,Normal,1-0
16945,2024.01.04,22:26:10,Polfruk,2462,4,Jotheboss,2348,-4,97,D79,Neo-Grünfeld Defense: Ultra-Delayed Exchange Variation,180+2,Time forfeit,1-0
16946,2024.01.04,22:27:12,Sniky83,1219,4,cndelossantos,1152,-5,89,A04,Zukertort Opening: Queenside Fianchetto Variation,180+0,Normal,1-0
16947,2024.01.04,22:27:15,viennadragon,2551,4,supertolchok,2442,-4,87,B96,Sicilian Defense: Najdorf Variation,180+0,Normal,1-0
16948,2024.01.04,22:27:23,Symbhiosis,1344,-7,filippo1982,1334,6,62,C47,Four Knights Game: Italian Variation,300+0,Normal,0-1
16949,2024.01.04,22:27:53,Mahmoud_sa3ed,1710,6,yazidxr09,1696,-6,79,D00,Queen's Pawn Game: Accelerated London System,300+3,Normal,1-0
16950,2024.01.04,22:28:02,Muzamily,1974,5,Sokho,1933,-5,73,A00,Hungarian Opening,600+0,Normal,1-0
16951,2024.01.04,22:28:29,oneseefour,2006,6,serg2018,2012,-5,67,C70,"Ruy Lopez: Morphy Defense, Classical Defense Deferred",300+0,Normal,1-0
16952,2024.01.04,22:29:15,Markuz23,1272,-5,andrii983,1291,43,48,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",600+0,Normal,0-1
16953,2024.01.04,22:29:17,Hippopo_One_Trick,1827,7,Nikitoss,1882,-6,71,D38,Queen's Gambit Declined: Westphalian Variation,180+2,Normal,1-0
16954,2024.01.04,22:29:57,insideofcarmen,1369,-9,Fes7o,1485,10,66,C41,Philidor Defense,600+0,Normal,0-1
16955,2024.01.04,22:30:22,choi86,995,6,Dan_2006,1047,-6,45,C53,Italian Game: Classical Variation,300+3,Normal,1-0
16956,2024.01.04,22:30:23,jaeky,1917,-6,MarqoUlpio,1839,140,76,B03,"Alekhine Defense: Four Pawns Attack, Main Line",120+1,Normal,0-1
16957,2024.01.04,22:30:24,sweet0182,944,-7,banetox,856,7,50,A40,Queen's Pawn Game: Modern Defense,180+0,Time forfeit,0-1
16958,2024.01.04,22:30:29,karimkazemi,1297,-49,SumaSpandy,1294,31,30,C44,King's Knight Opening: Normal Variation,600+0,Time forfeit,0-1
16959,2024.01.04,22:30:29,Byambadorj-bu1978,1783,-7,Hartmutffm,1727,6,80,B20,Sicilian Defense: Bowdler Attack,600+0,Normal,0-1
16960,2024.01.04,22:30:59,davidb14,2083,-6,KoningEric,2046,6,96,C53,"Italian Game: Classical Variation, Center Holding Variation",180+2,Normal,0-1
16961,2024.01.04,22:31:05,cigarstorecowgirl,1270,5,kagankavak1,1229,-5,65,C50,Italian Game: Paris Defense,300+3,Normal,1-0
16962,2024.01.04,22:31:24,matiaszoldyck,1934,3,Gaspiiiiiii,1207,0,49,D35,Queen's Gambit Declined: Exchange Variation,300+3,Normal,1-0
16963,2024.01.04,22:31:31,majd1991,1283,10,ahmedsaied96,1315,-6,137,C00,French Defense: Knight Variation,300+3,Normal,1-0
16964,2024.01.04,22:31:45,luzzar69,1809,-6,New-Cell,1805,6,34,B01,Scandinavian Defense: Valencian Variation,180+0,Normal,0-1
16965,2024.01.04,22:33:12,rvqx,1598,14,gyton,1515,-4,61,B01,Scandinavian Defense,1800+0,Normal,1-0
16966,2024.01.04,22:33:15,FischerTalShirov,1781,-10,albwab,1321,10,52,C30,King's Gambit Declined: Petrov's Defense,180+0,Normal,0-1
16967,2024.01.04,22:33:15,momenuhicha,1349,-76,Mido8,1232,11,84,D32,Tarrasch Defense,600+0,Normal,0-1
16968,2024.01.04,22:33:16,JURAGANN,2102,-6,alltime,2101,6,58,B02,"Alekhine Defense: Krejcik Variation, Krejcik Gambit",60+0,Normal,0-1
